hour_of_day,day_of_week,is_weekend,is_night,location_type,incident_count_7d,incident_count_30d,lighting_score,crowd_density,safety_label
7,4,0,0,1,4,9,0.2916,0.8778,3
4,5,1,1,4,5,11,0.2161,0.6943,1
23,2,0,1,3,16,29,0.1216,0.161,1
3,4,0,1,4,5,12,0.1984,0.4832,2
16,3,0,0,4,7,13,0.2748,0.1188,3
14,3,0,0,0,17,22,0.296,0.5494,1
14,6,1,0,2,3,11,0.5998,0.9168,2
5,2,0,0,3,13,17,0.1349,0.0038,1
7,4,0,0,0,11,24,0.2411,0.876,2
14,6,1,0,2,19,25,0.3171,0.5393,1
7,5,1,0,3,9,15,0.4491,0.1512,1
16,6,1,0,3,10,10,0.0381,0.8559,1
0,4,0,1,2,17,30,0.9992,0.5369,1
1,1,0,1,4,19,26,0.3004,0.4482,1
17,6,1,0,3,14,16,0.2873,0.4997,1
14,4,0,0,0,13,15,0.5549,0.1474,2
1,1,0,1,1,17,22,0.854,0.1127,1
21,2,0,1,4,19,30,0.4568,0.6616,1
0,1,0,1,0,14,15,0.2488,0.8804,1
22,5,1,1,0,5,6,0.5659,0.6945,1
17,0,0,0,1,12,20,0.4829,0.8408,2
23,5,1,1,4,4,11,0.4231,0.8448,2
22,3,0,1,3,10,24,0.2952,0.032,1
7,0,0,0,0,8,19,0.996,0.771,3
18,4,0,0,1,19,28,0.5619,0.7721,1
5,5,1,0,4,11,16,0.068,0.35,2
11,5,1,0,1,19,28,0.5669,0.4098,1
5,3,0,0,2,16,24,0.9525,0.7455,2
11,2,0,0,2,16,20,0.9257,0.9866,2
20,1,0,1,3,3,8,0.0647,0.9878,1
10,0,0,0,3,15,28,0.1901,0.4738,1
2,2,0,1,4,5,13,0.1523,0.7896,2
7,4,0,0,0,11,18,0.8198,0.4661,3
18,0,0,0,2,9,20,0.4901,0.866,2
12,6,1,0,3,5,9,0.338,0.6497,2
13,4,0,0,2,19,22,0.3248,0.9366,1
10,2,0,0,3,17,31,0.2754,0.9972,1
7,6,1,0,3,11,23,0.8826,0.3302,1
14,1,0,0,1,0,6,0.4097,0.9793,3
15,6,1,0,0,3,17,0.244,0.6925,2
21,1,0,1,4,4,9,0.7104,0.2381,2
14,2,0,0,4,19,29,0.6355,0.0031,1
23,2,0,1,4,8,8,0.7154,0.6838,1
19,6,1,0,1,0,10,0.822,0.2224,3
1,1,0,1,1,11,13,0.1012,0.2314,1
9,6,1,0,1,19,22,0.002,0.5522,1
9,2,0,0,0,11,23,0.0506,0.0309,2
0,1,0,1,0,8,11,0.7068,0.4164,2
4,4,0,1,1,3,10,0.9345,0.7994,2
18,4,0,0,4,17,30,0.3311,0.0273,1
8,2,0,0,1,2,16,0.7812,0.6239,3
3,0,0,1,2,18,24,0.7292,0.1584,1
6,2,0,0,2,4,5,0.9781,0.8628,2
6,3,0,0,1,2,6,0.4708,0.3907,3
4,0,0,1,4,6,15,0.1661,0.8121,1
2,0,0,1,0,0,5,0.7652,0.7238,2
18,6,1,0,4,0,10,0.8188,0.8778,3
19,0,0,0,3,3,17,0.7073,0.5169,2
11,2,0,0,1,13,22,0.8632,0.4861,2
14,5,1,0,3,16,25,0.3712,0.0374,1
22,2,0,1,2,4,11,0.6903,0.5338,1
20,3,0,1,4,12,14,0.2638,0.522,1
0,0,0,1,0,7,15,0.4464,0.6064,2
22,5,1,1,0,8,21,0.2425,0.131,1
1,4,0,1,2,6,16,0.1545,0.54,1
0,5,1,1,4,17,28,0.036,0.454,1
9,6,1,0,0,10,22,0.6714,0.596,2
17,2,0,0,3,10,15,0.8753,0.6606,1
1,0,0,1,4,17,22,0.3144,0.3614,1
7,2,0,0,2,13,27,0.4292,0.5041,1
6,1,0,0,4,2,8,0.0035,0.3951,3
9,3,0,0,3,3,14,0.4129,0.7655,2
23,1,0,1,1,6,15,0.2813,0.7964,2
7,6,1,0,4,1,2,0.5742,0.2929,3
5,4,0,0,3,13,17,0.9085,0.2595,1
2,1,0,1,0,9,13,0.5062,0.6783,2
4,6,1,1,2,0,2,0.6755,0.774,2
3,5,1,1,3,8,19,0.2116,0.0109,1
13,3,0,0,4,16,30,0.1524,0.4274,2
10,1,0,0,3,18,32,0.3466,0.3077,1
11,2,0,0,2,19,21,0.1131,0.7665,1
19,4,0,0,1,18,24,0.4407,0.1435,2
13,5,1,0,0,12,15,0.8873,0.7782,2
3,1,0,1,0,18,18,0.4809,0.6614,1
9,5,1,0,3,19,28,0.4562,0.8429,1
7,1,0,0,4,12,24,0.2093,0.9902,2
19,1,0,0,0,8,9,0.3102,0.4766,2
7,3,0,0,3,19,28,0.9366,0.6994,1
3,1,0,1,2,8,8,0.303,0.71,1
17,2,0,0,0,3,15,0.7314,0.8446,3
10,2,0,0,1,2,2,0.0421,0.5181,3
2,1,0,1,1,11,17,0.1283,0.1076,1
16,5,1,0,3,0,1,0.3115,0.9794,2
5,2,0,0,1,2,8,0.9014,0.0568,3
20,4,0,1,4,4,10,0.2193,0.9624,2
19,5,1,0,1,10,18,0.7267,0.2554,2
8,4,0,0,0,9,21,0.1675,0.4925,2
13,1,0,0,0,10,24,0.6128,0.9507,2
13,5,1,0,2,10,15,0.5868,0.6767,2
15,1,0,0,2,19,32,0.6219,0.5856,1
1,1,0,1,3,4,10,0.0859,0.3259,1
7,6,1,0,2,9,10,0.1621,0.2924,2
4,2,0,1,0,12,21,0.8865,0.0328,1
16,4,0,0,1,5,15,0.5694,0.5863,3
1,0,0,1,2,3,7,0.212,0.4301,1
12,4,0,0,1,0,8,0.4133,0.2243,3
17,6,1,0,3,6,12,0.0671,0.3842,1
22,4,0,1,4,5,7,0.4754,0.9409,2
6,4,0,0,1,3,8,0.4239,0.8484,3
0,5,1,1,2,5,11,0.1327,0.4304,1
17,2,0,0,4,13,18,0.4444,0.98,2
0,2,0,1,1,16,29,0.6395,0.4621,1
1,0,0,1,2,10,15,0.9285,0.3491,1
23,4,0,1,1,1,10,0.7032,0.3879,2
20,5,1,1,3,14,14,0.1507,0.8746,1
16,5,1,0,3,3,7,0.7701,0.2678,2
20,5,1,1,0,1,14,0.2799,0.2221,2
1,0,0,1,0,11,24,0.6688,0.9605,1
2,4,0,1,0,8,22,0.0051,0.7343,1
7,5,1,0,0,6,6,0.0726,0.7638,2
0,1,0,1,0,19,31,0.6243,0.7403,1
21,3,0,1,3,1,5,0.0578,0.6829,1
1,6,1,1,4,1,1,0.6887,0.0912,2
13,2,0,0,2,11,12,0.6368,0.7537,2
20,5,1,1,4,8,19,0.0637,0.2489,1
17,3,0,0,3,16,24,0.3925,0.1324,1
5,4,0,0,4,0,8,0.613,0.983,3
11,4,0,0,3,8,21,0.7135,0.0279,2
13,4,0,0,0,2,3,0.8161,0.0316,3
18,5,1,0,2,0,1,0.3304,0.3099,3
10,6,1,0,2,9,22,0.8367,0.8442,2
6,2,0,0,3,14,23,0.3543,0.9779,1
19,6,1,0,3,3,14,0.007,0.1185,1
21,4,0,1,0,16,23,0.61,0.3954,1
11,4,0,0,3,10,12,0.2417,0.7343,1
0,2,0,1,4,9,16,0.1244,0.6455,1
12,2,0,0,0,18,32,0.2584,0.2334,1
21,4,0,1,2,6,7,0.8279,0.3292,2
23,2,0,1,4,4,5,0.914,0.5944,2
9,2,0,0,0,15,20,0.9617,0.0354,2
3,5,1,1,0,2,8,0.3028,0.7582,2
13,2,0,0,4,17,26,0.4559,0.2754,1
19,4,0,0,0,16,18,0.8025,0.8283,2
22,0,0,1,3,19,33,0.0954,0.6837,1
1,0,0,1,4,9,11,0.3851,0.6454,1
6,5,1,0,2,12,15,0.2373,0.7674,1
11,0,0,0,2,17,31,0.5724,0.0751,1
2,5,1,1,2,2,7,0.6593,0.26,1
21,6,1,1,1,6,14,0.3184,0.5217,1
2,3,0,1,1,9,15,0.0242,0.7772,1
15,6,1,0,2,12,15,0.7359,0.8491,2
22,2,0,1,4,13,20,0.6166,0.3821,1
16,6,1,0,4,18,29,0.219,0.7936,1
18,1,0,0,4,9,9,0.3146,0.2203,3
6,2,0,0,0,3,16,0.9571,0.0824,3
19,2,0,0,1,3,5,0.6302,0.2466,3
10,5,1,0,3,16,29,0.5955,0.9031,1
1,0,0,1,2,9,23,0.6397,0.544,1
8,5,1,0,1,12,25,0.9544,0.4813,2
8,0,0,0,1,11,20,0.3399,0.7433,2
12,2,0,0,0,16,29,0.2809,0.0101,1
6,4,0,0,1,4,16,0.3767,0.1183,3
11,1,0,0,2,3,12,0.8009,0.0996,3
10,3,0,0,2,14,27,0.121,0.1217,1
7,6,1,0,2,8,13,0.2068,0.4535,2
16,5,1,0,1,16,28,0.2282,0.2807,1
7,0,0,0,1,2,15,0.6364,0.7857,3
18,4,0,0,4,5,14,0.6416,0.839,3
6,4,0,0,2,19,20,0.3719,0.9249,1
20,0,0,1,1,16,19,0.2762,0.1961,1
8,4,0,0,3,1,3,0.7547,0.5029,2
0,3,0,1,2,16,23,0.0317,0.0487,1
3,4,0,1,2,1,7,0.7387,0.2399,2
19,2,0,0,1,2,14,0.2103,0.6151,3
20,1,0,1,3,17,21,0.2708,0.4224,1
5,5,1,0,0,2,4,0.4137,0.6907,3
14,5,1,0,4,6,15,0.6423,0.8392,2
13,1,0,0,2,2,4,0.121,0.0595,2
3,1,0,1,2,11,24,0.2539,0.9386,1
10,4,0,0,1,1,2,0.7006,0.0424,3
16,5,1,0,2,5,12,0.5504,0.9817,2
23,1,0,1,3,6,20,0.2311,0.6376,1
20,1,0,1,2,12,20,0.5634,0.0433,1
2,5,1,1,0,9,21,0.5693,0.3936,1
5,4,0,0,2,3,9,0.8583,0.2582,2
10,6,1,0,1,9,20,0.4247,0.7986,2
3,5,1,1,0,9,19,0.895,0.2255,1
13,6,1,0,4,7,14,0.3722,0.8262,3
0,1,0,1,1,10,11,0.3286,0.3123,1
2,1,0,1,2,6,20,0.7794,0.9891,2
1,1,0,1,0,6,6,0.0115,0.2704,1
7,0,0,0,1,15,20,0.1722,0.685,1
18,5,1,0,1,5,14,0.0718,0.8002,2
4,4,0,1,0,6,17,0.5121,0.2165,2
23,0,0,1,4,2,10,0.6281,0.0758,2
6,1,0,0,1,13,19,0.0104,0.5512,2
1,1,0,1,2,14,20,0.1615,0.6771,1
8,2,0,0,2,13,27,0.3025,0.8173,2
17,3,0,0,2,3,8,0.2942,0.2728,2
2,2,0,1,2,9,21,0.0971,0.8723,1
1,6,1,1,2,5,5,0.1728,0.9158,1
20,1,0,1,0,15,24,0.8471,0.7792,1
14,3,0,0,3,6,16,0.7006,0.0076,2
8,3,0,0,0,8,18,0.2961,0.0872,2
18,2,0,0,2,9,15,0.2634,0.9977,2
20,5,1,1,1,15,25,0.0802,0.7339,1
8,6,1,0,2,14,20,0.3489,0.6268,1
13,0,0,0,0,16,24,0.3981,0.9014,2
0,3,0,1,3,8,21,0.2713,0.0396,1
7,0,0,0,2,16,26,0.7431,0.7574,1
14,3,0,0,0,17,28,0.4792,0.6547,2
4,4,0,1,0,10,24,0.1349,0.8482,1
23,2,0,1,2,13,16,0.6562,0.7779,1
23,2,0,1,3,18,26,0.2808,0.4849,1
6,2,0,0,2,16,25,0.078,0.071,1
9,2,0,0,3,5,15,0.8486,0.9094,2
4,2,0,1,3,14,15,0.054,0.7635,1
12,2,0,0,4,8,19,0.7013,0.3564,3
2,4,0,1,4,2,4,0.1839,0.9839,2
9,0,0,0,4,7,13,0.6,0.3111,3
13,0,0,0,3,19,29,0.2376,0.3706,1
14,3,0,0,2,19,22,0.5417,0.9747,1
14,4,0,0,2,15,16,0.6002,0.6681,2
5,1,0,0,3,19,29,0.6185,0.8792,1
19,1,0,0,0,11,15,0.6828,0.8878,2
16,4,0,0,3,15,27,0.069,0.5364,1
18,2,0,0,2,3,16,0.7034,0.267,3
11,5,1,0,2,5,10,0.1546,0.8474,2
21,1,0,1,4,3,14,0.677,0.5019,2
9,0,0,0,3,18,21,0.124,0.5644,1
19,3,0,0,4,12,25,0.4794,0.5414,2
4,2,0,1,4,18,21,0.3868,0.0096,1
5,5,1,0,4,8,21,0.9673,0.0459,2
12,3,0,0,1,8,19,0.6308,0.6164,2
13,2,0,0,0,13,17,0.0882,0.7944,2
17,1,0,0,1,11,23,0.7009,0.457,2
7,1,0,0,3,7,16,0.1941,0.1904,2
20,5,1,1,4,6,16,0.2862,0.4066,1
7,1,0,0,4,10,15,0.3784,0.7683,2
12,3,0,0,3,1,4,0.7762,0.1086,3
22,5,1,1,3,3,13,0.2832,0.5602,1
12,6,1,0,4,0,0,0.9243,0.7022,3
16,1,0,0,3,3,8,0.1707,0.4158,2
21,0,0,1,0,3,5,0.0604,0.6013,2
23,5,1,1,2,1,1,0.8285,0.8835,2
11,4,0,0,1,1,1,0.2882,0.2128,3
10,2,0,0,3,16,17,0.5828,0.1351,1
4,4,0,1,3,3,17,0.2936,0.0608,1
12,1,0,0,1,11,22,0.1864,0.7262,2
22,4,0,1,1,1,15,0.3749,0.9005,2
11,5,1,0,0,18,19,0.8676,0.6904,1
8,2,0,0,1,4,18,0.65,0.9765,3
2,3,0,1,4,14,22,0.9376,0.7081,1
9,2,0,0,3,12,23,0.6317,0.2885,1
5,0,0,0,4,15,27,0.3036,0.2556,1
23,0,0,1,4,12,15,0.8051,0.6667,2
12,6,1,0,4,10,21,0.7593,0.6758,2
3,3,0,1,0,15,24,0.9336,0.5238,1
1,1,0,1,1,16,22,0.4762,0.5269,1
20,0,0,1,0,7,14,0.5028,0.4166,2
22,2,0,1,0,18,21,0.3238,0.3499,1
18,6,1,0,1,19,21,0.2688,0.6341,1
2,2,0,1,1,14,27,0.9965,0.7475,1
2,6,1,1,0,18,28,0.9773,0.8134,1
4,3,0,1,4,2,10,0.5296,0.3078,2
18,5,1,0,2,10,20,0.9551,0.8577,2
18,5,1,0,3,13,19,0.3562,0.3027,1
20,0,0,1,3,18,21,0.255,0.3049,1
2,0,0,1,4,2,16,0.6349,0.806,2
3,6,1,1,0,16,30,0.7171,0.9694,1
21,6,1,1,1,1,4,0.7182,0.9322,2
22,0,0,1,1,7,19,0.6358,0.1111,2
17,4,0,0,2,13,19,0.8523,0.2885,2
2,6,1,1,2,5,15,0.392,0.7599,1
1,6,1,1,3,16,17,0.2548,0.8062,1
1,2,0,1,2,18,25,0.1834,0.5043,1
16,5,1,0,1,3,4,0.2,0.0161,2
20,4,0,1,2,5,17,0.7173,0.5018,2
15,6,1,0,4,1,6,0.7501,0.0311,3
6,1,0,0,2,14,17,0.9023,0.2814,1
18,4,0,0,2,17,27,0.2747,0.6569,1
1,0,0,1,0,12,26,0.0561,0.1346,1
19,2,0,0,0,2,7,0.5075,0.7125,3
21,0,0,1,1,3,13,0.8753,0.6214,2
17,3,0,0,0,0,10,0.9715,0.4297,3
21,5,1,1,2,9,16,0.8578,0.3722,1
14,4,0,0,4,14,26,0.49,0.9147,2
11,2,0,0,2,3,4,0.8634,0.5532,2
7,2,0,0,3,16,29,0.214,0.8889,1
22,2,0,1,4,5,11,0.9212,0.4124,3
16,5,1,0,3,10,10,0.5668,0.5946,1
4,1,0,1,3,13,27,0.1168,0.9546,1
22,0,0,1,3,10,21,0.1745,0.1241,1
1,3,0,1,1,9,21,0.784,0.2628,2
14,5,1,0,2,6,8,0.2401,0.9167,1
4,3,0,1,1,8,19,0.1019,0.422,1
15,1,0,0,3,4,14,0.7331,0.272,2
9,0,0,0,2,5,18,0.9525,0.9973,2
10,6,1,0,4,15,20,0.637,0.1022,2
16,5,1,0,0,17,30,0.1426,0.6115,1
18,1,0,0,0,16,26,0.6434,0.7881,1
9,0,0,0,3,6,9,0.1166,0.7867,1
23,0,0,1,3,6,9,0.0911,0.4418,1
11,2,0,0,3,1,14,0.0316,0.044,2
3,5,1,1,1,5,14,0.4875,0.841,1
0,1,0,1,0,11,12,0.3214,0.8027,1
4,5,1,1,1,5,6,0.0975,0.2374,1
16,0,0,0,2,14,26,0.309,0.3405,1
12,5,1,0,2,1,3,0.6476,0.5126,3
8,1,0,0,4,8,11,0.2891,0.1141,2
11,6,1,0,4,5,14,0.1431,0.8206,2
20,3,0,1,3,9,21,0.1634,0.9221,1
13,1,0,0,0,0,5,0.7532,0.3082,3
1,1,0,1,0,8,17,0.8301,0.924,2
1,5,1,1,2,15,25,0.4721,0.8009,1
11,2,0,0,3,17,26,0.7111,0.7278,1
9,2,0,0,3,5,15,0.8333,0.9692,2
20,5,1,1,1,8,11,0.6729,0.3247,1
13,3,0,0,0,13,22,0.5273,0.9156,2
18,4,0,0,1,9,9,0.0599,0.0984,2
14,3,0,0,3,10,20,0.29,0.478,1
8,0,0,0,4,6,17,0.3198,0.552,3
15,0,0,0,4,16,27,0.395,0.1228,1
14,0,0,0,2,12,12,0.9509,0.7374,2
17,4,0,0,0,19,32,0.2089,0.4752,1
4,3,0,1,4,15,21,0.5416,0.4555,1
15,5,1,0,0,7,8,0.9912,0.5814,2
6,6,1,0,1,6,14,0.6188,0.1347,3
18,1,0,0,4,1,9,0.2089,0.2,3
19,6,1,0,2,12,18,0.9602,0.1807,1
14,6,1,0,0,14,25,0.3363,0.9519,2
22,4,0,1,2,7,15,0.0479,0.7732,1
12,3,0,0,0,0,3,0.4314,0.5292,3
0,1,0,1,1,16,25,0.2407,0.6595,1
14,1,0,0,4,4,7,0.8189,0.65,3
18,0,0,0,1,11,12,0.22,0.2623,2
2,4,0,1,4,1,5,0.8199,0.0866,3
2,3,0,1,2,1,14,0.0362,0.5549,1
6,1,0,0,3,17,25,0.9292,0.263,1
20,0,0,1,3,13,17,0.0127,0.8735,1
12,0,0,0,2,0,5,0.9385,0.2361,3
23,4,0,1,0,2,14,0.0737,0.5729,2
20,4,0,1,4,9,18,0.8726,0.4201,1
13,4,0,0,2,13,24,0.8313,0.7429,2
16,0,0,0,3,8,17,0.5944,0.9507,2
7,0,0,0,2,17,31,0.036,0.4116,1
2,0,0,1,3,13,22,0.1863,0.0444,1
9,5,1,0,1,12,18,0.6178,0.6614,2
14,5,1,0,4,5,8,0.5572,0.1292,2
4,2,0,1,1,13,13,0.6315,0.1045,1
5,0,0,0,3,17,28,0.9681,0.6616,1
0,2,0,1,2,0,13,0.9955,0.1028,2
17,5,1,0,2,14,23,0.5205,0.1288,1
21,1,0,1,0,17,24,0.0918,0.4391,1
19,5,1,0,1,8,9,0.134,0.4523,2
9,3,0,0,0,15,24,0.7204,0.9137,2
14,0,0,0,2,7,10,0.982,0.2761,2
23,6,1,1,3,3,12,0.1308,0.4009,1
14,3,0,0,2,16,20,0.098,0.7075,1
7,4,0,0,3,6,18,0.353,0.827,1
8,0,0,0,1,15,29,0.385,0.3491,1
17,2,0,0,1,6,9,0.9966,0.6311,3
10,4,0,0,2,7,11,0.6866,0.6242,2
20,4,0,1,1,13,26,0.1179,0.3032,1
20,0,0,1,4,6,6,0.3371,0.1186,2
0,4,0,1,4,16,23,0.0486,0.6825,1
17,6,1,0,2,0,2,0.6531,0.2681,3
8,5,1,0,3,0,6,0.6727,0.3183,2
12,1,0,0,0,1,1,0.0575,0.5724,3
6,6,1,0,0,5,7,0.3355,0.1608,2
8,4,0,0,1,1,7,0.9028,0.2415,3
7,0,0,0,1,7,7,0.8268,0.4461,3
1,0,0,1,1,0,11,0.5742,0.8785,2
18,6,1,0,2,15,23,0.4846,0.7723,1
3,1,0,1,3,3,9,0.2979,0.3176,1
9,0,0,0,2,19,26,0.7222,0.3021,1
4,3,0,1,2,17,29,0.9526,0.9873,1
3,3,0,1,0,13,25,0.0716,0.6534,1
8,4,0,0,1,15,15,0.2122,0.6855,2
22,4,0,1,4,15,25,0.0311,0.0551,1
22,6,1,1,4,16,23,0.8679,0.105,1
9,5,1,0,0,11,22,0.6942,0.2945,2
12,0,0,0,0,12,23,0.1777,0.842,2
23,0,0,1,4,9,19,0.9742,0.9107,2
5,0,0,0,0,12,22,0.9558,0.191,2
22,2,0,1,2,7,10,0.2246,0.7142,1
2,2,0,1,4,2,14,0.647,0.8741,2
5,6,1,0,3,18,28,0.6681,0.8789,1
8,2,0,0,2,13,17,0.004,0.4588,1
0,0,0,1,1,14,17,0.6888,0.2588,1
19,6,1,0,3,5,12,0.2213,0.9563,1
20,1,0,1,3,15,20,0.2704,0.2766,1
9,6,1,0,4,10,20,0.8385,0.2527,2
20,5,1,1,2,1,7,0.9053,0.2057,2
18,6,1,0,4,19,21,0.7576,0.5325,1
19,5,1,0,3,19,24,0.1649,0.1072,1
19,1,0,0,0,17,29,0.3606,0.5707,1
13,4,0,0,1,9,21,0.7089,0.9437,3
2,2,0,1,3,4,8,0.097,0.505,1
22,4,0,1,0,0,11,0.71,0.9653,2
14,5,1,0,3,14,15,0.3362,0.9057,1
21,3,0,1,1,17,31,0.1777,0.7923,1
23,2,0,1,1,2,13,0.5182,0.6081,2
4,6,1,1,2,13,13,0.6862,0.8807,1
9,4,0,0,4,0,10,0.5172,0.555,3
4,6,1,1,4,15,22,0.6419,0.2072,1
1,1,0,1,2,0,13,0.4381,0.9252,2
23,5,1,1,0,19,22,0.7783,0.5022,1
22,2,0,1,4,3,16,0.65,0.9077,2
22,3,0,1,4,8,21,0.5746,0.3931,1
21,6,1,1,3,13,17,0.1306,0.3357,1
15,2,0,0,3,16,22,0.5357,0.766,1
12,1,0,0,2,7,16,0.051,0.6344,2
23,6,1,1,0,19,22,0.6667,0.4397,1
13,6,1,0,0,0,14,0.2044,0.8786,3
15,2,0,0,0,9,11,0.8601,0.5166,2
5,2,0,0,4,19,22,0.8123,0.0128,1
17,1,0,0,0,5,12,0.528,0.6932,3
19,0,0,0,2,10,17,0.8471,0.0632,2
16,3,0,0,1,8,8,0.6708,0.4811,3
11,1,0,0,0,7,20,0.1413,0.1921,2
4,5,1,1,4,15,18,0.7408,0.242,1
0,1,0,1,0,10,11,0.9958,0.9798,2
15,4,0,0,4,14,21,0.041,0.1135,1
16,3,0,0,3,10,23,0.2449,0.7577,1
18,4,0,0,3,19,19,0.5977,0.6374,1
22,0,0,1,0,9,16,0.4152,0.195,1
11,3,0,0,4,15,28,0.6376,0.9353,2
19,4,0,0,2,12,25,0.5864,0.2014,2
17,2,0,0,2,16,18,0.788,0.5156,1
6,6,1,0,3,17,26,0.0709,0.7905,1
20,3,0,1,1,4,16,0.4406,0.7636,2
1,2,0,1,1,6,16,0.8601,0.3197,2
14,0,0,0,1,6,15,0.3628,0.8393,3
22,1,0,1,2,9,20,0.5038,0.9621,1
15,3,0,0,3,9,15,0.0216,0.474,1
22,2,0,1,1,0,1,0.2242,0.6523,2
1,6,1,1,1,17,26,0.4637,0.3645,1
12,5,1,0,4,17,26,0.399,0.3541,1
18,1,0,0,2,12,24,0.7147,0.4697,2
15,4,0,0,4,6,19,0.6119,0.1971,3
21,3,0,1,1,16,21,0.8803,0.6894,1
11,0,0,0,1,5,19,0.8548,0.1656,3
16,4,0,0,1,6,6,0.2412,0.0052,2
10,3,0,0,2,19,33,0.0176,0.4395,1
20,0,0,1,3,18,20,0.2563,0.0764,1
2,3,0,1,2,11,20,0.3291,0.5624,1
6,5,1,0,1,3,13,0.3471,0.5204,3
2,2,0,1,4,2,11,0.1584,0.1373,2
16,2,0,0,2,19,33,0.693,0.246,1
5,0,0,0,1,5,13,0.2801,0.0245,2
7,1,0,0,0,13,14,0.1767,0.594,2
20,6,1,1,2,7,16,0.5034,0.2929,1
8,4,0,0,3,9,13,0.7504,0.713,1
3,1,0,1,4,19,28,0.2696,0.6298,1
0,3,0,1,1,11,16,0.722,0.3736,2
5,1,0,0,0,8,8,0.462,0.0217,2
21,3,0,1,4,8,17,0.4038,0.3202,1
13,1,0,0,2,4,5,0.3595,0.3249,2
23,4,0,1,0,11,15,0.1456,0.3327,1
5,3,0,0,0,11,20,0.3326,0.9534,2
8,4,0,0,2,1,14,0.8793,0.1646,3
3,3,0,1,3,8,12,0.0307,0.2701,1
9,2,0,0,1,12,16,0.9583,0.8324,2
13,1,0,0,1,1,5,0.1075,0.9252,3
19,1,0,0,3,19,27,0.362,0.4683,1
8,3,0,0,4,17,19,0.6063,0.54,1
18,3,0,0,2,12,19,0.8378,0.0529,1
15,4,0,0,2,0,12,0.1436,0.808,3
7,0,0,0,1,10,11,0.1411,0.5946,2
21,1,0,1,0,17,31,0.6284,0.479,1
10,5,1,0,0,0,7,0.2927,0.3026,3
3,6,1,1,4,15,24,0.6445,0.4438,1
23,6,1,1,0,16,25,0.8206,0.7353,1
21,2,0,1,4,1,15,0.0769,0.0808,2
1,0,0,1,1,4,13,0.8445,0.5068,2
21,1,0,1,3,14,27,0.0113,0.0346,1
22,0,0,1,4,18,22,0.8988,0.7723,1
19,6,1,0,3,15,18,0.9756,0.211,1
6,6,1,0,3,10,19,0.6675,0.9034,1
15,5,1,0,1,12,14,0.9843,0.4761,2
12,5,1,0,2,10,11,0.822,0.4573,2
14,2,0,0,3,11,14,0.0444,0.3604,1
14,3,0,0,2,15,19,0.0038,0.5164,1
15,5,1,0,0,0,1,0.0208,0.338,2
12,5,1,0,4,4,14,0.4519,0.3599,3
16,3,0,0,0,1,9,0.6234,0.1956,3
12,5,1,0,4,15,18,0.4815,0.3452,2
0,2,0,1,4,14,18,0.6771,0.8117,1
0,2,0,1,0,1,14,0.4496,0.2457,2
22,5,1,1,3,2,15,0.0128,0.8213,1
21,2,0,1,3,5,6,0.0679,0.8613,1
14,5,1,0,1,4,13,0.9926,0.6663,3
4,3,0,1,4,10,14,0.3459,0.0307,1
18,2,0,0,0,9,14,0.3248,0.561,2
3,1,0,1,1,7,15,0.1528,0.8331,1
9,4,0,0,4,3,17,0.9871,0.3658,3
7,3,0,0,3,12,20,0.2305,0.2828,1
0,2,0,1,0,15,29,0.6468,0.3214,1
19,5,1,0,0,12,24,0.042,0.4231,1
12,0,0,0,1,16,27,0.0665,0.0702,1
7,0,0,0,0,18,29,0.7168,0.2377,1
12,6,1,0,0,16,27,0.6352,0.6469,1
0,4,0,1,2,13,16,0.6802,0.4725,1
10,3,0,0,0,0,14,0.231,0.2473,3
12,0,0,0,1,6,19,0.9849,0.9309,3
8,4,0,0,1,8,17,0.5584,0.2955,2
19,3,0,0,4,14,24,0.9695,0.1293,2
5,4,0,0,4,16,29,0.1642,0.1993,1
3,0,0,1,4,12,14,0.4051,0.2966,1
12,3,0,0,1,7,7,0.3357,0.5226,3
21,4,0,1,2,15,29,0.7551,0.0663,1
9,2,0,0,2,13,21,0.7476,0.8549,1
1,0,0,1,4,15,25,0.4865,0.8775,1
23,6,1,1,3,11,18,0.0048,0.3184,1
10,4,0,0,4,12,19,0.1752,0.7753,2
4,4,0,1,2,6,6,0.0503,0.5997,1
14,5,1,0,4,7,11,0.847,0.8454,3
7,4,0,0,3,5,6,0.2898,0.277,2
22,0,0,1,3,5,11,0.0354,0.6102,1
7,3,0,0,3,13,13,0.3542,0.0727,1
13,6,1,0,1,7,19,0.0773,0.0095,2
13,2,0,0,3,2,6,0.9789,0.8747,3
5,6,1,0,1,0,11,0.315,0.2945,3
11,0,0,0,3,17,17,0.9331,0.4454,1
2,2,0,1,1,8,8,0.6827,0.2318,1
15,2,0,0,3,11,17,0.5661,0.8768,1
18,4,0,0,2,18,29,0.4755,0.3845,1
22,1,0,1,3,2,14,0.2062,0.1791,1
7,1,0,0,1,18,26,0.6863,0.608,2
6,4,0,0,3,14,23,0.0105,0.2055,1
13,1,0,0,4,12,22,0.9078,0.2607,2
16,6,1,0,0,8,18,0.368,0.6728,2
23,6,1,1,1,14,25,0.3533,0.9592,1
0,2,0,1,3,4,4,0.122,0.7548,1
5,3,0,0,4,6,12,0.6853,0.1241,3
6,2,0,0,3,19,31,0.376,0.3126,1
6,2,0,0,2,5,11,0.3738,0.7964,2
11,4,0,0,1,14,16,0.0635,0.2751,2
20,2,0,1,4,18,27,0.4166,0.7401,1
